   20758,     6163,    12377,     9047,     5875,       72
   18682,     4197,     9577,     9016,     5278,       78
   16569,     3111,     6677,     8403,     5966,       91
   14257,     2202,     3911,     8812,     6066,       76
   11767,     1800,     2172,     8823,     5222,       84
    9447,     1387,     1111,     8471,     6034,       80
    7191,     1073,      641,     8681,     6151,       78
    5514,      913,      396,     8784,     5347,      104
    4078,      701,      315,     8289,     6047,       95
    2928,      619,      282,     8457,     6197,       73
    2148,      532,      258,     8757,     5451,      106
    1526,      466,      228,     8421,     6098,      106
    1205,      409,      212,     8229,     6411,       78
     914,      408,      180,     8478,     5514,      126
     767,      374,      164,     8191,     6368,      112
     661,      370,      176,     8077,     6418,       88
     594,      327,      164,     8484,     5643,      109
     539,      293,      183,     8075,     6406,      105
     492,      295,      130,     7968,     6352,       70
     453,      263,      193,     8216,     5701,      104
     389,      268,      186,     7720,     6508,       60
     331,      260,      113,     7746,     6377,       91
     312,      305,      187,     7890,     5890,       29
     345,      346,      109,     7522,     6472,        0
     823,      758,      479,     7778,     6565,        0
